Province/State,Country/Region,Lat,Long,Date,Confirmed,no_of_deaths,Recovered,Active,WHO Region,Total,Month,4days_avg,Difference,diff_death_and_recovered
Unknown,Uruguay,-32.5228,-55.7658,2020-07-07,965,29,865,71,Americas,1930,7,338.0,681.0,836
Unknown,Indonesia,-0.7893,113.9213,2020-02-26,0,0,0,0,South-East Asia,0,2,319.25,-965.0,0
Unknown,Syria,34.802075,38.99681500000001,2020-07-17,496,25,0,471,Eastern Mediterranean,992,7,436.25,496.0,-25
Unknown,South Africa,-30.5595,22.9375,2020-03-14,38,0,0,38,Africa,76,3,374.75,-458.0,0
Unknown,Lebanon,33.8547,35.8623,2020-05-13,878,26,236,616,Eastern Mediterranean,1756,5,353.0,840.0,210
Unknown,Indonesia,-0.7893,113.9213,2020-04-17,5923,520,607,4796,South-East Asia,11846,4,1833.75,5045.0,87
Gibraltar,United Kingdom,36.1408,-5.3536,2020-02-23,0,0,0,0,Europe,0,2,1709.75,-5923.0,0
Curacao,Netherlands,12.1696,-68.99,2020-04-14,14,1,10,3,Europe,28,4,1703.75,14.0,9
Unknown,Congo (Kinshasa),-4.0383,21.7587,2020-05-05,705,34,90,581,Africa,1410,5,1660.5,691.0,56
Jilin,China,43.6661,126.1923,2020-03-01,93,1,78,14,Western Pacific,186,3,203.0,-612.0,77
Unknown,Romania,45.9432,24.9668,2020-03-19,277,0,25,252,Europe,554,3,272.25,184.0,25
Unknown,Georgia,42.3154,43.3569,2020-01-27,0,0,0,0,Europe,0,1,268.75,-277.0,0
French Guiana,France,3.9339,-53.1258,2020-03-28,28,0,6,22,Europe,56,3,99.5,28.0,6
Guadeloupe,France,16.265,-61.551,2020-01-30,0,0,0,0,Europe,0,1,76.25,-28.0,0
Unknown,Singapore,1.2833,103.8333,2020-04-26,13624,12,1060,12552,Western Pacific,27248,4,3413.0,13624.0,1048
Unknown,Ireland,53.1424,-7.6921,2020-07-18,25750,1753,23364,633,Europe,51500,7,9850.5,12126.0,21611
Unknown,Zimbabwe,-19.015438,29.154857,2020-03-13,0,0,0,0,Africa,0,3,9843.5,-25750.0,0
Unknown,United Arab Emirates,23.424076,53.847818,2020-07-09,53577,328,43570,9679,Eastern Mediterranean,107154,7,23237.75,53577.0,43242
Unknown,Bahamas,25.025885,-78.035889,2020-02-11,0,0,0,0,Americas,0,2,19831.75,-53577.0,0
Curacao,Netherlands,12.1696,-68.99,2020-01-28,0,0,0,0,Europe,0,1,13394.25,0.0,0
Unknown,Kenya,-0.0236,37.9062,2020-03-02,0,0,0,0,Africa,0,3,13394.25,0.0,0
Unknown,New Zealand,-40.9006,174.886,2020-06-18,1507,22,1482,3,Western Pacific,3014,6,376.75,1507.0,1460
Curacao,Netherlands,12.1696,-68.99,2020-02-25,0,0,0,0,Europe,0,2,376.75,-1507.0,0
Unknown,Dominican Republic,18.7357,-70.1627,2020-04-10,2620,126,98,2396,Americas,5240,4,1031.75,2620.0,-28
Heilongjiang,China,47.862,127.7615,2020-05-11,945,13,924,8,Western Pacific,1890,5,1268.0,-1675.0,911
Unknown,Djibouti,11.8251,42.5903,2020-07-20,5020,56,4868,96,Eastern Mediterranean,10040,7,2146.25,4075.0,4812
Unknown,Russia,61.52401,105.318756,2020-02-29,2,0,2,0,Europe,4,2,2146.75,-5018.0,2
Unknown,Maldives,3.2028,73.2207,2020-05-31,1773,5,453,1315,South-East Asia,3546,5,1935.0,1771.0,448
Unknown,Luxembourg,49.8153,6.1296,2020-04-15,3373,69,526,2778,Europe,6746,4,2542.0,1600.0,457
Unknown,Ukraine,48.3794,31.1656,2020-06-20,36615,1004,16974,18637,Europe,73230,6,10440.75,33242.0,15970
Unknown,Cote d'Ivoire,7.54,-5.5471,2020-04-10,444,3,52,389,Africa,888,4,10551.25,-36171.0,49
Unknown,Luxembourg,49.8153,6.1296,2020-07-14,5056,111,4195,750,Europe,10112,7,11372.0,4612.0,4084
Unknown,Saudi Arabia,23.885942,45.079162,2020-03-09,15,0,0,15,Eastern Mediterranean,30,3,10532.5,-5041.0,0
Hunan,China,27.6104,111.7088,2020-04-29,1019,4,1015,0,Western Pacific,2038,4,1633.5,1004.0,1011
Unknown,Nicaragua,12.865416,-85.207229,2020-06-02,1118,46,370,702,Americas,2236,6,1802.0,99.0,324
Unknown,Trinidad and Tobago,10.6918,-61.2225,2020-04-15,114,8,19,87,Americas,228,4,566.5,-1004.0,11
British Columbia,Canada,53.7267,-127.6476,2020-02-15,4,0,0,4,Americas,8,2,563.75,-110.0,0
Unknown,Eswatini,-26.5225,31.4659,2020-07-13,1389,20,688,681,Africa,2778,7,656.25,1385.0,668
Unknown,Spain,40.463667,-3.74922,2020-01-24,0,0,0,0,Europe,0,1,376.75,-1389.0,0
Unknown,Burma,21.9162,95.956,2020-07-21,341,6,280,55,South-East Asia,682,7,433.5,341.0,274
Unknown,Spain,40.463667,-3.74922,2020-07-12,253908,28403,150376,75129,Europe,507816,7,63909.5,253567.0,121973
Unknown,United Arab Emirates,23.424076,53.847818,2020-07-05,51540,323,40297,10920,Eastern Mediterranean,103080,7,76447.25,-202368.0,39974
Quebec,Canada,52.9399,-73.5491,2020-02-16,0,0,0,0,Americas,0,2,76447.25,-51540.0,0
Unknown,Malawi,-13.2543,34.3015,2020-02-01,0,0,0,0,Africa,0,2,76362.0,0.0,0
Unknown,Haiti,18.9712,-72.2852,2020-05-18,533,21,21,491,Americas,1066,5,13018.25,533.0,0
Unknown,Uganda,1.373333,32.290275,2020-06-04,522,0,82,440,Africa,1044,6,263.75,-11.0,82
Unknown,Malaysia,4.210483999999999,101.975766,2020-04-21,5482,92,3349,2041,Western Pacific,10964,4,1634.25,4960.0,3257
Unknown,Saint Lucia,13.9094,-60.9789,2020-02-14,0,0,0,0,Americas,0,2,1634.25,-5482.0,0
Unknown,Guinea,9.9456,-9.6966,2020-04-19,579,5,87,487,Africa,1158,4,1645.75,579.0,82
Unknown,Belgium,50.8333,4.469936,2020-06-18,60348,9683,16724,33941,Europe,120696,6,16602.25,59769.0,7041
Unknown,Spain,40.463667,-3.74922,2020-06-21,246272,28323,150376,67573,Europe,492544,6,76799.75,185924.0,122053
Unknown,Oman,21.512583,55.92325500000001,2020-06-21,29471,131,15552,13788,Eastern Mediterranean,58942,6,84167.5,-216801.0,15421
Guizhou,China,26.8154,106.8748,2020-02-22,146,2,90,54,Western Pacific,292,2,84059.25,-29325.0,88
Unknown,Sao Tome and Principe,0.1864,6.6131,2020-03-10,0,0,0,0,Africa,0,3,68972.25,-146.0,0
Unknown,Argentina,-38.4161,-63.6167,2020-03-31,1054,27,240,787,Americas,2108,3,7667.75,1054.0,213
Unknown,Eswatini,-26.5225,31.4659,2020-07-18,1729,21,788,920,Africa,3458,7,732.25,675.0,767
Unknown,Maldives,3.2028,73.2207,2020-01-28,0,0,0,0,South-East Asia,0,1,695.75,-1729.0,0
Unknown,Tunisia,33.886917,9.537499,2020-05-01,998,41,316,641,Eastern Mediterranean,1996,5,945.25,998.0,275
Unknown,US,40.0,-100.0,2020-05-30,1779214,104778,416461,1257975,Americas,3558428,5,445485.25,1778216.0,311683
Unknown,Panama,8.538,-80.7821,2020-05-10,8448,244,4687,3517,Americas,16896,5,447165.0,-1770766.0,4443
Unknown,Iran,32.427908,53.68804599999999,2020-02-25,95,16,0,79,Eastern Mediterranean,190,2,447188.75,-8353.0,-16
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-04-25,13,0,11,2,Europe,26,4,446942.5,-82.0,11
Anhui,China,31.8257,117.2264,2020-02-02,340,0,7,333,Western Pacific,680,2,2224.0,327.0,7
Unknown,Trinidad and Tobago,10.6918,-61.2225,2020-06-10,117,8,109,0,Americas,234,6,141.25,-223.0,101
Unknown,Cuba,21.521757,-77.78116700000002,2020-07-02,2353,86,2221,46,Americas,4706,7,705.75,2236.0,2135
Unknown,Belarus,53.7098,27.9534,2020-06-16,55369,318,31273,23778,Europe,110738,6,14544.75,53016.0,30955
Unknown,Ethiopia,9.145,40.4897,2020-05-25,655,5,159,491,Africa,1310,5,14623.5,-54714.0,154
Unknown,Malawi,-13.2543,34.3015,2020-06-12,481,4,65,412,Africa,962,6,14714.5,-174.0,61
Unknown,Tajikistan,38.861,71.2761,2020-06-03,4191,48,2347,1796,Europe,8382,6,15174.0,3710.0,2299
Jiangsu,China,32.9711,119.455,2020-05-09,653,0,652,1,Western Pacific,1306,5,1495.0,-3538.0,652
Unknown,Syria,34.802075,38.99681500000001,2020-01-26,0,0,0,0,Eastern Mediterranean,0,1,1331.25,-653.0,0
Unknown,Bosnia and Herzegovina,43.9159,17.6791,2020-05-03,1857,77,825,955,Europe,3714,5,1675.25,1857.0,748
French Polynesia,France,-17.6797,149.4068,2020-05-24,60,0,60,0,Europe,120,5,642.5,-1797.0,60
Hainan,China,19.1959,109.7453,2020-04-29,168,6,162,0,Western Pacific,336,4,521.25,108.0,156
Unknown,Liechtenstein,47.14,9.55,2020-05-15,82,1,81,0,Europe,164,5,541.75,-86.0,80
Unknown,Syria,34.802075,38.99681500000001,2020-05-29,122,4,0,118,Eastern Mediterranean,244,5,108.0,40.0,-4
Unknown,Ecuador,-1.8312,-78.1834,2020-04-26,22719,576,1366,20777,Americas,45438,4,5772.75,22597.0,790
Unknown,Rwanda,-1.9403,29.8739,2020-04-27,207,0,93,114,Africa,414,4,5782.5,-22512.0,93
Shandong,China,36.3427,118.1498,2020-03-30,773,7,753,13,Western Pacific,1546,3,5955.25,566.0,746
Saint Barthelemy,France,17.9,-62.8333,2020-04-27,6,0,6,0,Europe,12,4,5926.25,-767.0,6
French Polynesia,France,-17.6797,149.4068,2020-02-16,0,0,0,0,Europe,0,2,246.5,-6.0,0
French Polynesia,France,-17.6797,149.4068,2020-05-25,60,0,60,0,Europe,120,5,209.75,60.0,60
Unknown,Saudi Arabia,23.885942,45.079162,2020-05-11,41014,255,12737,28022,Eastern Mediterranean,82028,5,10270.0,40954.0,12482
Unknown,Kenya,-0.0236,37.9062,2020-04-10,189,7,22,160,Africa,378,4,10315.75,-40825.0,15
Unknown,Libya,26.3351,17.228331,2020-05-15,64,3,28,33,Eastern Mediterranean,128,5,10331.75,-125.0,25
Anhui,China,31.8257,117.2264,2020-04-18,991,6,984,1,Western Pacific,1982,4,10564.5,927.0,978
Unknown,Djibouti,11.8251,42.5903,2020-07-01,4704,55,4550,99,Eastern Mediterranean,9408,7,1487.0,3713.0,4495
Unknown,Benin,9.3077,2.3158,2020-05-02,90,2,42,46,Africa,180,5,1462.25,-4614.0,40
Unknown,Namibia,-22.9576,18.4904,2020-06-26,121,0,22,99,Africa,242,6,1476.5,31.0,22
Unknown,Mexico,23.6345,-102.5528,2020-07-02,238511,29189,183757,25565,Americas,477022,7,60856.5,238390.0,154568
Unknown,Uzbekistan,41.377491,64.585262,2020-03-21,43,0,0,43,Europe,86,3,59691.25,-238468.0,0
Unknown,Saint Lucia,13.9094,-60.9789,2020-06-07,19,0,18,1,Americas,38,6,59673.5,-24.0,18
Unknown,Iraq,33.223191,43.679291,2020-06-20,29222,1013,13211,14998,Eastern Mediterranean,58444,6,66948.75,29203.0,12198
Chongqing,China,30.0572,107.874,2020-05-14,579,6,573,0,Western Pacific,1158,5,7465.75,-28643.0,567
Western Australia,Australia,-31.9505,115.8605,2020-03-17,31,1,0,30,Western Pacific,62,3,7462.75,-548.0,-1
Unknown,South Korea,35.90775700000001,127.766922,2020-06-09,11902,276,10611,1015,Western Pacific,23804,6,10433.5,11871.0,10335
Unknown,Italy,41.87194,12.56738,2020-07-23,245338,35092,197842,12404,Europe,490676,7,64462.5,233436.0,162750
Unknown,Russia,61.52401,105.318756,2020-01-22,0,0,0,0,Europe,0,1,64317.75,-245338.0,0
Unknown,Slovakia,48.669,19.699,2020-06-09,1531,28,1402,101,Europe,3062,6,64692.75,1531.0,1374
Unknown,Dominica,15.415,-61.371,2020-04-01,12,0,0,12,Americas,24,4,61720.25,-1519.0,0
Unknown,Rwanda,-1.9403,29.8739,2020-04-24,176,0,87,89,Africa,352,4,429.75,164.0,87
Unknown,Bahrain,26.0275,50.55,2020-06-26,24805,73,19137,5595,Eastern Mediterranean,49610,6,6631.0,24629.0,19064
Unknown,Poland,51.9194,19.1451,2020-03-25,1051,14,7,1030,Europe,2102,3,6511.0,-23754.0,-7
Unknown,Mongolia,46.8625,103.8467,2020-02-20,0,0,0,0,Western Pacific,0,2,6508.0,-1051.0,0
Xinjiang,China,41.1129,85.2401,2020-07-24,191,3,73,115,Western Pacific,382,7,6511.75,191.0,70
Unknown,Belize,17.1899,-88.4976,2020-02-17,0,0,0,0,Americas,0,2,310.5,-191.0,0
Unknown,Uganda,1.373333,32.290275,2020-02-22,0,0,0,0,Africa,0,2,47.75,0.0,0
Unknown,Philippines,12.879721,121.774017,2020-07-18,65304,1773,22067,41464,Western Pacific,130608,7,16373.75,65304.0,20294
Cayman Islands,United Kingdom,19.3133,-81.2546,2020-04-26,70,1,8,61,Europe,140,4,16343.5,-65234.0,7
Unknown,Colombia,4.5709,-74.2973,2020-05-24,21175,727,5016,15432,Americas,42350,5,21637.25,21105.0,4289
Manitoba,Canada,53.7609,-98.8139,2020-02-04,0,0,0,0,Americas,0,2,21637.25,-21175.0,0
Macau,China,22.1667,113.55,2020-07-13,46,0,45,1,Western Pacific,92,7,5322.75,46.0,45
Unknown,Uruguay,-32.5228,-55.7658,2020-02-20,0,0,0,0,Americas,0,2,5305.25,-46.0,0
Anhui,China,31.8257,117.2264,2020-05-31,991,6,985,0,Western Pacific,1982,5,259.25,991.0,979
Unknown,Zambia,-13.133897,27.849332,2020-07-18,2980,120,1462,1398,Africa,5960,7,1004.25,1989.0,1342
Unknown,Taiwan*,23.7,121.0,2020-04-19,420,6,189,225,Western Pacific,840,4,1097.75,-2560.0,183
Unknown,Sierra Leone,8.460555000000001,-11.779889,2020-04-03,2,0,0,2,Africa,4,4,1098.25,-418.0,0
Unknown,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-02-07,0,0,0,0,Americas,0,2,850.5,-2.0,0
Unknown,Romania,45.9432,24.9668,2020-07-06,29223,1768,20213,7242,Europe,58446,7,7411.25,29223.0,18445
Unknown,Costa Rica,9.7489,-83.7534,2020-07-06,5241,23,1776,3442,Americas,10482,7,8616.5,-23982.0,1753
Unknown,Kazakhstan,48.0196,66.9237,2020-03-22,60,0,0,60,Europe,120,3,8631.0,-5181.0,0
Unknown,Chad,15.4542,18.7322,2020-05-29,759,65,444,250,Africa,1518,5,8820.75,699.0,379
Unknown,Qatar,25.3548,51.1839,2020-04-11,2728,6,247,2475,Eastern Mediterranean,5456,4,2197.0,1969.0,241
Unknown,Bahrain,26.0275,50.55,2020-04-20,1907,7,769,1131,Eastern Mediterranean,3814,4,1363.5,-821.0,762
Unknown,Somalia,5.152149,46.199616,2020-07-26,3178,93,1521,1564,Eastern Mediterranean,6356,7,2143.0,1271.0,1428
Unknown,Oman,21.512583,55.92325500000001,2020-04-14,813,4,130,679,Eastern Mediterranean,1626,4,2156.5,-2365.0,126
Unknown,Mauritania,21.0079,-10.9408,2020-06-12,1572,81,278,1213,Africa,3144,6,1867.5,759.0,197
Unknown,Somalia,5.152149,46.199616,2020-03-04,0,0,0,0,Eastern Mediterranean,0,3,1390.75,-1572.0,0
Unknown,Somalia,5.152149,46.199616,2020-06-30,2924,90,910,1924,Eastern Mediterranean,5848,6,1327.25,2924.0,820
Unknown,Cabo Verde,16.5388,-23.0418,2020-06-22,944,8,419,517,Africa,1888,6,1360.0,-1980.0,411
Unknown,Kenya,-0.0236,37.9062,2020-07-02,6941,152,2109,4680,Africa,13882,7,2702.25,5997.0,1957
Unknown,Egypt,26.820553000000004,30.802498,2020-02-10,0,0,0,0,Eastern Mediterranean,0,2,2702.25,-6941.0,0
Shaanxi,China,35.1917,108.8701,2020-06-22,317,3,307,7,Western Pacific,634,6,2050.5,317.0,304
Zhejiang,China,29.1832,120.0934,2020-03-29,1254,1,1225,28,Western Pacific,2508,3,2128.0,937.0,1224
Unknown,Malta,35.9375,14.3754,2020-02-03,0,0,0,0,Europe,0,2,392.75,-1254.0,0
Unknown,Greece,39.0742,21.8243,2020-03-22,624,15,19,590,Europe,1248,3,548.75,624.0,4
Saskatchewan,Canada,52.9399,-106.4509,2020-07-25,1136,16,0,1120,Americas,2272,7,753.5,512.0,-16
Northern Territory,Australia,-12.4634,130.8456,2020-06-22,29,0,29,0,Western Pacific,58,6,447.25,-1107.0,29
Macau,China,22.1667,113.55,2020-03-16,11,0,10,1,Western Pacific,22,3,450.0,-18.0,10
New Caledonia,France,-20.904305,165.618042,2020-05-19,18,0,18,0,Europe,36,5,298.5,7.0,18
Unknown,Togo,8.6195,0.8248,2020-07-12,720,15,513,192,Africa,1440,7,194.5,702.0,498
Unknown,Ghana,7.9465,-1.0232,2020-07-23,29672,153,26090,3429,Africa,59344,7,7605.25,28952.0,25937
Shanxi,China,37.5777,112.2922,2020-03-06,133,0,126,7,Western Pacific,266,3,7635.75,-29539.0,126
Unknown,West Bank and Gaza,31.9522,35.2332,2020-05-19,391,2,346,43,Eastern Mediterranean,782,5,7729.0,258.0,344
Unknown,Burkina Faso,12.2383,-1.5616,2020-03-02,0,0,0,0,Africa,0,3,7549.0,-391.0,0
Unknown,Mongolia,46.8625,103.8467,2020-05-09,42,0,14,28,Western Pacific,84,5,141.5,42.0,14
Unknown,Maldives,3.2028,73.2207,2020-05-14,982,4,45,933,South-East Asia,1964,5,353.75,940.0,41
Unknown,Israel,31.046051,34.851612,2020-07-09,34825,348,18452,16025,Europe,69650,7,8962.25,33843.0,18104
Unknown,Latvia,56.8796,24.6032,2020-04-21,748,9,133,606,Europe,1496,4,9149.25,-34077.0,124
Guadeloupe,France,16.265,-61.551,2020-04-19,148,8,73,67,Europe,296,4,9175.75,-600.0,65
Unknown,Guinea,9.9456,-9.6966,2020-04-26,996,7,208,781,Africa,1992,4,9179.25,848.0,201
Unknown,United Arab Emirates,23.424076,53.847818,2020-05-29,33170,260,17097,15813,Eastern Mediterranean,66340,5,8765.5,32174.0,16837
Unknown,Cabo Verde,16.5388,-23.0418,2020-05-12,267,2,58,207,Africa,534,5,8645.25,-32903.0,56
Northern Territory,Australia,-12.4634,130.8456,2020-04-06,28,0,2,26,Western Pacific,56,4,8615.25,-239.0,2
Unknown,Cote d'Ivoire,7.54,-5.5471,2020-02-10,0,0,0,0,Africa,0,2,8366.25,-28.0,0
Unknown,Eswatini,-26.5225,31.4659,2020-01-26,0,0,0,0,Africa,0,1,73.75,0.0,0
Unknown,Brunei,4.5353,114.7277,2020-02-12,0,0,0,0,Western Pacific,0,2,7.0,0.0,0
French Guiana,France,3.9339,-53.1258,2020-04-15,86,0,51,35,Europe,172,4,21.5,86.0,51
Gibraltar,United Kingdom,36.1408,-5.3536,2020-01-26,0,0,0,0,Europe,0,1,21.5,-86.0,0
Unknown,Norway,60.472,8.4689,2020-02-04,0,0,0,0,Europe,0,2,21.5,0.0,0
Unknown,Czechia,49.8175,15.473,2020-06-26,11038,349,7668,3021,Europe,22076,6,2781.0,11038.0,7319
Unknown,Malaysia,4.210483999999999,101.975766,2020-07-12,8718,122,8519,77,Western Pacific,17436,7,4939.0,-2320.0,8397
Shanghai,China,31.202,121.4491,2020-02-26,337,3,272,62,Western Pacific,674,2,5023.25,-8381.0,269
Unknown,Georgia,42.3154,43.3569,2020-06-18,893,14,739,140,Europe,1786,6,5246.5,556.0,725
Reunion,France,-21.1151,55.5364,2020-05-05,424,0,300,124,Europe,848,5,2593.0,-469.0,300
Faroe Islands,Denmark,61.8926,-6.9118,2020-02-20,0,0,0,0,Europe,0,2,413.5,-424.0,0
Quebec,Canada,52.9399,-73.5491,2020-06-01,51354,4661,0,46693,Americas,102708,6,13167.75,51354.0,-4661
Unknown,Gambia,13.4432,-15.3101,2020-02-12,0,0,0,0,Africa,0,2,12944.5,-51354.0,0
Unknown,Japan,36.204824,138.252924,2020-04-03,3154,81,514,2559,Western Pacific,6308,4,13627.0,3154.0,433
Unknown,Kenya,-0.0236,37.9062,2020-07-14,10791,202,3017,7572,Africa,21582,7,16324.75,7637.0,2815
Unknown,Timor-Leste,-8.874217,125.727539,2020-07-21,24,0,0,24,South-East Asia,48,7,3492.25,-10767.0,0
Unknown,Lebanon,33.8547,35.8623,2020-03-29,438,10,30,398,Eastern Mediterranean,876,3,3601.75,414.0,20
Unknown,Indonesia,-0.7893,113.9213,2020-03-27,1046,87,46,913,South-East Asia,2092,3,3074.75,608.0,-41
Unknown,Sierra Leone,8.460555000000001,-11.779889,2020-07-14,1651,64,1190,397,Africa,3302,7,789.75,605.0,1126
Unknown,Sri Lanka,7.873054,80.77179699999998,2020-03-25,102,0,3,99,South-East Asia,204,3,809.25,-1549.0,3
Unknown,Eswatini,-26.5225,31.4659,2020-07-11,1311,18,656,637,Africa,2622,7,1027.5,1209.0,638
Henan,China,37.8957,114.9042,2020-03-26,1275,22,0,1253,Western Pacific,2550,3,1084.75,-36.0,-22
Unknown,Mauritania,21.0079,-10.9408,2020-04-19,7,1,6,0,Africa,14,4,673.75,-1268.0,5
Anguilla,United Kingdom,18.2206,-63.0686,2020-03-26,0,0,0,0,Europe,0,3,648.25,-7.0,0
Unknown,Mongolia,46.8625,103.8467,2020-05-14,98,0,15,83,Western Pacific,196,5,345.0,98.0,15
Unknown,Maldives,3.2028,73.2207,2020-04-11,19,0,13,6,South-East Asia,38,4,31.0,-79.0,13
Unknown,Yemen,15.552727,48.516388,2020-01-26,0,0,0,0,Eastern Mediterranean,0,1,29.25,-19.0,0
Unknown,Belize,17.1899,-88.4976,2020-06-01,18,2,16,0,Americas,36,6,33.75,18.0,14
Zhejiang,China,29.1832,120.0934,2020-04-04,1262,1,1229,32,Western Pacific,2524,4,324.75,1244.0,1228
Unknown,South Sudan,6.877000000000002,31.307,2020-02-08,0,0,0,0,Africa,0,2,320.0,-1262.0,0
Unknown,Israel,31.046051,34.851612,2020-06-09,18180,299,15159,2722,Europe,36360,6,4865.0,18180.0,14860
Unknown,Zimbabwe,-19.015438,29.154857,2020-04-02,9,1,0,8,Africa,18,4,4862.75,-18171.0,-1
Anhui,China,31.8257,117.2264,2020-02-23,989,6,637,346,Western Pacific,1978,2,4794.5,980.0,631
Unknown,Nigeria,9.082,8.6753,2020-04-19,627,21,170,436,Africa,1254,4,4951.25,-362.0,149
Unknown,Zimbabwe,-19.015438,29.154857,2020-05-05,34,4,5,25,Africa,68,5,414.75,-593.0,1
Unknown,Liechtenstein,47.14,9.55,2020-07-04,83,1,81,1,Europe,166,7,433.25,49.0,80
Fujian,China,26.0789,117.9874,2020-03-29,338,1,295,42,Western Pacific,676,3,270.5,255.0,294
Unknown,Tunisia,33.886917,9.537499,2020-04-05,574,22,5,547,Eastern Mediterranean,1148,4,257.25,236.0,-17
Chongqing,China,30.0572,107.874,2020-02-03,337,2,9,326,Western Pacific,674,2,333.0,-237.0,7
Heilongjiang,China,47.862,127.7615,2020-06-14,947,13,934,0,Western Pacific,1894,6,549.0,610.0,921
Unknown,Bahrain,26.0275,50.55,2020-07-16,35084,121,30809,4154,Eastern Mediterranean,70168,7,9235.5,34137.0,30688
Unknown,Jamaica,18.1096,-77.2975,2020-02-08,0,0,0,0,Americas,0,2,9092.0,-35084.0,0
Unknown,France,46.2276,2.2137,2020-05-22,179645,28241,62557,88847,Europe,359290,5,53919.0,179645.0,34316
Heilongjiang,China,47.862,127.7615,2020-06-24,947,13,934,0,Western Pacific,1894,6,53919.0,-178698.0,921
Unknown,Germany,51.165691,10.451526,2020-05-20,178473,8144,156966,13363,Europe,356946,5,89766.25,177526.0,148822
Faroe Islands,Denmark,61.8926,-6.9118,2020-07-27,214,0,188,26,Europe,428,7,89819.75,-178259.0,188
Unknown,Sierra Leone,8.460555000000001,-11.779889,2020-03-21,0,0,0,0,Africa,0,3,44908.5,-214.0,0
Unknown,Liechtenstein,47.14,9.55,2020-02-19,0,0,0,0,Europe,0,2,44671.75,0.0,0
Unknown,Andorra,42.5063,1.5218,2020-03-03,1,0,0,1,Europe,2,3,53.75,1.0,0
Jiangxi,China,27.614,115.7221,2020-07-22,932,1,931,0,Western Pacific,1864,7,233.25,931.0,930
Henan,China,37.8957,114.9042,2020-03-04,1272,22,0,1250,Western Pacific,2544,3,551.25,340.0,-22
Unknown,Jamaica,18.1096,-77.2975,2020-05-01,432,8,31,393,Americas,864,5,659.25,-840.0,23
Unknown,Philippines,12.879721,121.774017,2020-02-15,3,1,1,1,Western Pacific,6,2,659.75,-429.0,0
Australian Capital Territory,Australia,-35.4735,149.0124,2020-01-27,0,0,0,0,Western Pacific,0,1,426.75,-3.0,0
Unknown,Thailand,15.870032,100.992541,2020-05-30,3077,57,2961,59,South-East Asia,6154,5,878.0,3077.0,2904
Unknown,Benin,9.3077,2.3158,2020-03-01,0,0,0,0,Africa,0,3,770.0,-3077.0,0
Unknown,Uzbekistan,41.377491,64.585262,2020-07-15,14581,71,8655,5855,Europe,29162,7,4414.5,14581.0,8584
Montserrat,United Kingdom,16.742498,-62.187366,2020-06-30,11,1,10,0,Europe,22,6,4417.25,-14570.0,9
Unknown,Tanzania,-6.369028,34.888822,2020-04-07,24,1,5,18,Africa,48,4,3654.0,13.0,4
Australian Capital Territory,Australia,-35.4735,149.0124,2020-04-15,103,3,72,28,Western Pacific,206,4,3679.75,79.0,69
Unknown,Iran,32.427908,53.68804599999999,2020-02-27,245,26,49,170,Eastern Mediterranean,490,2,95.75,142.0,23
Unknown,Monaco,43.7333,7.4167,2020-07-03,106,4,95,7,Europe,212,7,119.5,-139.0,91
St Martin,France,18.0708,-63.0501,2020-03-15,2,0,0,2,Europe,4,3,114.0,-104.0,0
Unknown,Cote d'Ivoire,7.54,-5.5471,2020-02-21,0,0,0,0,Africa,0,2,88.25,-2.0,0
Unknown,Armenia,40.0691,45.0382,2020-07-13,32151,573,19865,11713,Europe,64302,7,8064.75,32151.0,19292
Unknown,Belize,17.1899,-88.4976,2020-07-13,37,2,20,15,Americas,74,7,8047.5,-32114.0,18
Unknown,Mozambique,-18.665695,35.529562,2020-07-06,1012,8,0,1004,Africa,2024,7,8300.0,975.0,-8
Montserrat,United Kingdom,16.742498,-62.187366,2020-04-13,11,0,1,10,Europe,22,4,8302.75,-1001.0,1
Montserrat,United Kingdom,16.742498,-62.187366,2020-01-31,0,0,0,0,Europe,0,1,265.0,-11.0,0
Unknown,Portugal,39.3999,-8.2245,2020-07-06,44129,1620,29166,13343,Europe,88258,7,11288.0,44129.0,27546
Unknown,Ukraine,48.3794,31.1656,2020-04-21,6125,161,367,5597,Europe,12250,4,12566.25,-38004.0,206
Unknown,Kenya,-0.0236,37.9062,2020-06-27,5811,141,1936,3734,Africa,11622,6,14016.25,-314.0,1795
Unknown,Honduras,15.2,-86.2419,2020-07-23,36902,1011,4448,31443,Americas,73804,7,23241.75,31091.0,3437
Unknown,Belize,17.1899,-88.4976,2020-01-31,0,0,0,0,Americas,0,1,12209.5,-36902.0,0
Unknown,West Bank and Gaza,31.9522,35.2332,2020-03-08,16,0,0,16,Eastern Mediterranean,32,3,10682.25,16.0,0
Unknown,North Macedonia,41.6086,21.7453,2020-02-23,0,0,0,0,Europe,0,2,9229.5,-16.0,0
Unknown,Rwanda,-1.9403,29.8739,2020-07-01,1042,3,480,559,Africa,2084,7,264.5,1042.0,477
Unknown,Brunei,4.5353,114.7277,2020-02-09,0,0,0,0,Western Pacific,0,2,264.5,-1042.0,0
Hebei,China,39.549,116.1306,2020-03-01,318,6,0,312,Western Pacific,636,3,340.0,318.0,-6
Unknown,Guinea,9.9456,-9.6966,2020-05-16,2658,16,1133,1509,Africa,5316,5,1004.5,2340.0,1117
