Province/State,Country/Region,Lat,Long,Date,Confirmed,no_of_deaths,Recovered,Active,WHO Region,Total,Month,4days_avg,Difference,diff_death_and_recovered
Unknown,Tunisia,33.886917,9.537499,2020-07-10,1240,50,1067,123,Eastern Mediterranean,2480,7,15426.658622586776,-0.07990799079907991,1017
Unknown,Lesotho,-29.61,28.2336,2020-03-26,0,0,0,0,Africa,0,3,15426.658622586776,-1240.0,0
Unknown,Kyrgyzstan,41.20438,74.766098,2020-05-04,830,10,575,245,Europe,1660,5,15426.658622586776,830.0,565
Unknown,Angola,-11.2027,17.8739,2020-03-07,0,0,0,0,Africa,0,3,517.5,-830.0,0
Greenland,Greenland,71.7069,-42.6043,2020-06-26,13,0,13,0,Europe,26,6,210.75,13.0,13
Unknown,Saudi Arabia,23.885942,45.079162,2020-05-22,67719,364,39003,28352,Eastern Mediterranean,135438,5,17140.5,67706.0,38639
Unknown,Sudan,12.8628,30.2176,2020-05-07,930,52,92,786,Eastern Mediterranean,1860,5,17165.5,-66789.0,40
Unknown,Uruguay,-32.5228,-55.7658,2020-05-17,734,20,564,150,Americas,1468,5,17349.0,-196.0,544
Unknown,Indonesia,-0.7893,113.9213,2020-01-23,0,0,0,0,South-East Asia,0,1,17345.75,-734.0,0
Jilin,China,43.6661,126.1923,2020-06-21,155,2,153,0,Western Pacific,310,6,454.75,155.0,151
Unknown,Peru,-9.19,-75.0152,2020-05-13,76306,2169,24324,49813,Americas,152612,5,19298.75,76151.0,22155
Unknown,Guyana,4.860416000000002,-58.93018000000001,2020-06-14,159,12,99,48,Americas,318,6,19155.0,-76147.0,87
Unknown,Gabon,-0.8037,11.6094,2020-06-18,4340,32,1657,2651,Africa,8680,6,20240.0,4181.0,1625
Unknown,Denmark,56.2639,9.5018,2020-07-05,12832,606,11817,409,Europe,25664,7,23409.25,8492.0,11211
Tianjin,China,39.3054,117.323,2020-06-17,197,3,191,3,Western Pacific,394,6,4382.0,-12635.0,188
Unknown,Ukraine,48.3794,31.1656,2020-04-27,9009,220,864,7925,Europe,18018,4,6594.5,8812.0,644
Channel Islands,United Kingdom,49.3723,-2.3644,2020-05-30,560,45,525,-10,Europe,1120,5,5649.5,-8449.0,480
Unknown,Eritrea,15.1794,39.7823,2020-07-10,232,0,107,125,Africa,464,7,2499.5,-328.0,107
Faroe Islands,Denmark,61.8926,-6.9118,2020-05-03,187,0,185,2,Europe,374,5,2497.0,-45.0,185
Unknown,Yemen,15.552727,48.516388,2020-02-19,0,0,0,0,Eastern Mediterranean,0,2,244.75,-187.0,0
Unknown,Mongolia,46.8625,103.8467,2020-04-14,30,0,5,25,Western Pacific,60,4,112.25,30.0,5
Unknown,Saint Kitts and Nevis,17.357822,-62.782998,2020-02-14,0,0,0,0,Americas,0,2,54.25,-30.0,0
Sint Maarten,Netherlands,18.0425,-63.0548,2020-06-01,77,15,60,2,Europe,154,6,26.75,77.0,45
Shaanxi,China,35.1917,108.8701,2020-07-19,322,3,316,3,Western Pacific,644,7,107.25,245.0,313
Unknown,Mozambique,-18.665695,35.529562,2020-03-16,0,0,0,0,Africa,0,3,99.75,-322.0,0
Unknown,Moldova,47.4116,28.3699,2020-02-20,0,0,0,0,Europe,0,2,99.75,0.0,0
Unknown,Uzbekistan,41.377491,64.585262,2020-05-21,2964,13,2407,544,Europe,5928,5,821.5,2964.0,2394
Unknown,Jamaica,18.1096,-77.2975,2020-03-20,16,1,2,13,Americas,32,3,745.0,-2948.0,1
Unknown,Eswatini,-26.5225,31.4659,2020-04-30,100,1,12,87,Africa,200,4,770.0,84.0,11
Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-05-22,1,0,1,0,Europe,2,5,770.25,-99.0,1
Guadeloupe,France,16.265,-61.551,2020-03-24,62,1,0,61,Europe,124,3,44.75,61.0,-1
Ontario,Canada,51.2538,-85.3232,2020-07-03,37407,2740,0,34667,Americas,74814,7,9392.5,37345.0,-2740
Unknown,Holy See,41.9029,12.4534,2020-02-18,0,0,0,0,Europe,0,2,9367.5,-37407.0,0
Unknown,North Macedonia,41.6086,21.7453,2020-06-22,5196,247,1974,2975,Europe,10392,6,10666.25,5196.0,1727
Unknown,Bolivia,-16.2902,-63.5887,2020-04-28,1053,55,110,888,Americas,2106,4,10914.0,-4143.0,55
Unknown,Georgia,42.3154,43.3569,2020-01-23,0,0,0,0,Europe,0,1,1562.25,-1053.0,0
Unknown,Burkina Faso,12.2383,-1.5616,2020-07-25,1086,53,920,113,Africa,2172,7,1833.75,1086.0,867
Unknown,France,46.2276,2.2137,2020-04-06,74390,8911,17250,48229,Europe,148780,4,19132.25,73304.0,8339
Unknown,Mexico,23.6345,-102.5528,2020-05-30,87512,9779,61247,16486,Americas,175024,5,40747.0,13122.0,51468
Unknown,Mexico,23.6345,-102.5528,2020-02-24,0,0,0,0,Americas,0,2,40747.0,-87512.0,0
Unknown,North Macedonia,41.6086,21.7453,2020-04-21,1231,55,224,952,Europe,2462,4,40783.25,1231.0,169
Unknown,Russia,61.52401,105.318756,2020-03-29,1534,8,64,1462,Europe,3068,3,22569.25,303.0,56
Unknown,Zambia,-13.133897,27.849332,2020-07-12,1895,42,1412,441,Africa,3790,7,1165.0,361.0,1370
Shanxi,China,37.5777,112.2922,2020-02-25,133,0,98,35,Western Pacific,266,2,1198.25,-1762.0,98
Unknown,Venezuela,6.4238,-66.5897,2020-03-09,0,0,0,0,Americas,0,3,890.5,-133.0,0
Unknown,Grenada,12.1165,-61.679,2020-04-10,14,0,0,14,Americas,28,4,510.5,14.0,0
Unknown,Israel,31.046051,34.851612,2020-06-01,17169,285,14878,2006,Europe,34338,6,4329.0,17155.0,14593
Unknown,San Marino,43.9424,12.4578,2020-03-09,36,1,0,35,Europe,72,3,4304.75,-17133.0,-1
Alberta,Canada,53.9333,-116.5765,2020-05-22,6800,134,0,6666,Americas,13600,5,6004.75,6764.0,-134
Unknown,Djibouti,11.8251,42.5903,2020-03-08,0,0,0,0,Eastern Mediterranean,0,3,6001.25,-6800.0,0
Shaanxi,China,35.1917,108.8701,2020-04-27,286,3,253,30,Western Pacific,572,4,1780.5,286.0,250
Unknown,Suriname,3.9193,-56.0278,2020-03-03,0,0,0,0,Americas,0,3,1771.5,-286.0,0
Nova Scotia,Canada,44.682,-63.7443,2020-05-13,1024,51,0,973,Americas,2048,5,327.5,1024.0,-51
Unknown,Belize,17.1899,-88.4976,2020-03-19,0,0,0,0,Americas,0,3,327.5,-1024.0,0
Heilongjiang,China,47.862,127.7615,2020-07-11,947,13,934,0,Western Pacific,1894,7,492.75,947.0,921
Unknown,Haiti,18.9712,-72.2852,2020-03-24,7,0,0,7,Americas,14,3,494.5,-940.0,0
Unknown,Vietnam,14.058324,108.277199,2020-02-02,6,0,1,5,Western Pacific,12,2,240.0,-1.0,1
Unknown,Austria,47.5162,14.5501,2020-02-29,9,0,0,9,Europe,18,2,242.25,3.0,0
Hebei,China,39.549,116.1306,2020-03-25,319,6,0,313,Western Pacific,638,3,85.25,310.0,-6
Inner Mongolia,China,44.0935,113.9448,2020-03-23,75,1,74,0,Western Pacific,150,3,102.25,-244.0,73
Guizhou,China,26.8154,106.8748,2020-06-15,147,2,145,0,Western Pacific,294,6,137.5,72.0,143
Reunion,France,-21.1151,55.5364,2020-07-05,547,2,472,73,Europe,1094,7,272.0,400.0,470
Ningxia,China,37.2692,106.1655,2020-01-26,4,0,0,4,Western Pacific,8,1,193.25,-543.0,0
Victoria,Australia,-37.8136,144.9631,2020-05-30,1649,19,1557,73,Western Pacific,3298,5,586.75,1645.0,1538
Unknown,Nigeria,9.082,8.6753,2020-05-26,8344,249,2385,5710,Africa,16688,5,2636.0,6695.0,2136
Unknown,Eritrea,15.1794,39.7823,2020-07-13,232,0,107,125,Africa,464,7,2557.25,-8112.0,107
Alberta,Canada,53.9333,-116.5765,2020-04-16,1996,48,0,1948,Americas,3992,4,3055.25,1764.0,-48
Unknown,Liechtenstein,47.14,9.55,2020-05-01,82,1,80,1,Europe,164,5,2663.5,-1914.0,79
Unknown,Ireland,53.1424,-7.6921,2020-06-20,25374,1715,22698,961,Europe,50748,6,6921.0,25292.0,20983
Unknown,Greece,39.0742,21.8243,2020-03-23,695,17,19,659,Europe,1390,3,7036.75,-24679.0,2
Zhejiang,China,29.1832,120.0934,2020-07-10,1269,1,1267,1,Western Pacific,2538,7,6855.0,574.0,1266
Unknown,Burundi,-3.3731,29.9189,2020-06-09,83,1,45,37,Africa,166,6,6855.25,-1186.0,44
Unknown,Tanzania,-6.369028,34.888822,2020-05-18,509,21,183,305,Africa,1018,5,639.0,426.0,162
Unknown,Sierra Leone,8.460555000000001,-11.779889,2020-04-14,11,0,0,11,Africa,22,4,468.0,-498.0,0
Unknown,Andorra,42.5063,1.5218,2020-04-29,743,42,423,278,Europe,1486,4,336.5,732.0,381
Martinique,France,14.6415,-61.0242,2020-05-03,179,14,83,82,Europe,358,5,360.5,-564.0,69
Shanghai,China,31.202,121.4491,2020-06-20,698,7,668,23,Western Pacific,1396,6,407.75,519.0,661
Unknown,Cabo Verde,16.5388,-23.0418,2020-05-11,260,2,58,200,Africa,520,5,470.0,-438.0,56
Zhejiang,China,29.1832,120.0934,2020-01-29,296,0,3,293,Western Pacific,592,1,358.25,36.0,3
Unknown,United Kingdom,55.3781,-3.4360000000000004,2020-07-23,297146,45554,0,251592,Europe,594292,7,74600.0,296850.0,-45554
Unknown,Malta,35.9375,14.3754,2020-06-04,622,9,576,37,Europe,1244,6,74581.0,-296524.0,567
Unknown,Croatia,45.1,15.2,2020-03-25,442,1,22,419,Europe,884,3,74626.5,-180.0,21
Unknown,South Korea,35.90775700000001,127.766922,2020-07-25,14150,298,12890,962,Western Pacific,28300,7,78090.0,13708.0,12592
Unknown,Cote d'Ivoire,7.54,-5.5471,2020-01-22,0,0,0,0,Africa,0,1,3803.5,-14150.0,0
Unknown,Equatorial Guinea,1.6508,10.2679,2020-07-26,3071,51,842,2178,Africa,6142,7,4415.75,3071.0,791
Unknown,United Kingdom,55.3781,-3.4360000000000004,2020-06-07,264235,40631,0,223604,Europe,528470,6,70364.0,261164.0,-40631
Unknown,Romania,45.9432,24.9668,2020-04-22,9710,524,2406,6780,Europe,19420,4,69254.0,-254525.0,1882
Mayotte,France,-12.8275,45.166244,2020-02-16,0,0,0,0,Europe,0,2,69254.0,-9710.0,0
Unknown,Guinea,9.9456,-9.6966,2020-04-07,144,0,5,139,Africa,288,4,68522.25,144.0,5
Unknown,South Korea,35.90775700000001,127.766922,2020-07-18,13745,295,12556,894,Western Pacific,27490,7,5899.75,13601.0,12261
Queensland,Australia,-27.4698,153.0251,2020-05-19,1058,6,1040,12,Western Pacific,2116,5,3736.75,-12687.0,1034
Unknown,Monaco,43.7333,7.4167,2020-03-03,1,0,0,1,Europe,2,3,3737.0,-1057.0,0
Unknown,Spain,40.463667,-3.74922,2020-07-27,272421,28432,150376,93613,Europe,544842,7,71806.25,272420.0,121944
Unknown,Trinidad and Tobago,10.6918,-61.2225,2020-02-16,0,0,0,0,Americas,0,2,68370.0,-272421.0,0
British Columbia,Canada,53.7267,-127.6476,2020-06-14,2709,168,0,2541,Americas,5418,6,68782.75,2709.0,-168
Unknown,Argentina,-38.4161,-63.6167,2020-03-30,820,23,228,569,Americas,1640,3,68987.5,-1889.0,205
Saskatchewan,Canada,52.9399,-106.4509,2020-03-03,0,0,0,0,Americas,0,3,882.25,-820.0,0
Unknown,Malta,35.9375,14.3754,2020-06-13,646,9,601,36,Europe,1292,6,1043.75,646.0,592
Unknown,Kyrgyzstan,41.20438,74.766098,2020-07-03,6878,76,2671,4131,Europe,13756,7,2086.0,6232.0,2595
Unknown,Switzerland,46.8182,8.2275,2020-02-17,0,0,0,0,Europe,0,2,1881.0,-6878.0,0
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-05-30,261,3,0,258,Americas,522,5,1946.25,261.0,-3
Unknown,North Macedonia,41.6086,21.7453,2020-04-10,711,32,41,638,Europe,1422,4,1962.5,450.0,9
Victoria,Australia,-37.8136,144.9631,2020-02-02,4,0,0,4,Western Pacific,8,2,244.0,-707.0,0
Unknown,Jordan,31.24,36.51,2020-04-07,353,6,138,209,Eastern Mediterranean,706,4,332.25,349.0,132
Unknown,Kazakhstan,48.0196,66.9237,2020-03-24,72,0,0,72,Europe,144,3,285.0,-281.0,0
Unknown,Burundi,-3.3731,29.9189,2020-02-22,0,0,0,0,Africa,0,2,107.25,-72.0,0
Sichuan,China,30.6171,102.7103,2020-05-24,564,3,558,3,Western Pacific,1128,5,247.25,564.0,555
Quebec,Canada,52.9399,-73.5491,2020-03-07,3,0,0,3,Americas,6,3,159.75,-561.0,0
Anguilla,United Kingdom,18.2206,-63.0686,2020-02-16,0,0,0,0,Europe,0,2,141.75,-3.0,0
Unknown,Kazakhstan,48.0196,66.9237,2020-05-07,4578,30,1518,3030,Europe,9156,5,1286.25,4578.0,1488
Unknown,Bulgaria,42.7339,25.4858,2020-06-01,2519,140,1090,1289,Europe,5038,6,1775.0,-2059.0,950
Unknown,France,46.2276,2.2137,2020-05-30,185616,28720,66051,90845,Europe,371232,5,48178.25,183097.0,37331
Unknown,El Salvador,13.7942,-88.8965,2020-02-04,0,0,0,0,Americas,0,2,48178.25,-185616.0,0
Shanghai,China,31.202,121.4491,2020-01-24,20,0,1,19,Western Pacific,40,1,47038.75,20.0,1
Unknown,Norway,60.472,8.4689,2020-02-03,0,0,0,0,Europe,0,2,46409.0,-20.0,0
Unknown,Sao Tome and Principe,0.1864,6.6131,2020-03-24,0,0,0,0,Africa,0,3,5.0,0.0,0
Tibet,China,31.6927,88.0924,2020-03-24,1,0,1,0,Western Pacific,2,3,5.25,1.0,1
Unknown,Haiti,18.9712,-72.2852,2020-05-26,1174,33,22,1119,Americas,2348,5,293.75,1173.0,-11
Unknown,West Bank and Gaza,31.9522,35.2332,2020-06-27,1815,4,446,1365,Eastern Mediterranean,3630,6,747.5,641.0,442
Unknown,Venezuela,6.4238,-66.5897,2020-02-14,0,0,0,0,Americas,0,2,747.5,-1815.0,0
Unknown,Oman,21.512583,55.92325500000001,2020-06-02,12799,59,2812,9928,Eastern Mediterranean,25598,6,3947.0,12799.0,2753
Liaoning,China,41.2956,122.6085,2020-05-26,149,2,147,0,Western Pacific,298,5,3690.75,-12650.0,145
Unknown,Rwanda,-1.9403,29.8739,2020-04-23,154,0,87,67,Africa,308,4,3275.5,5.0,87
Unknown,Azerbaijan,40.1431,47.5769,2020-03-18,28,1,6,21,Europe,56,3,3282.5,-126.0,5
Jilin,China,43.6661,126.1923,2020-02-25,93,1,63,29,Western Pacific,186,2,106.0,65.0,62
Cayman Islands,United Kingdom,19.3133,-81.2546,2020-07-06,201,1,194,6,Europe,402,7,119.0,108.0,193
Unknown,Uruguay,-32.5228,-55.7658,2020-05-07,684,17,492,175,Americas,1368,5,251.5,483.0,475
Unknown,Maldives,3.2028,73.2207,2020-02-15,0,0,0,0,South-East Asia,0,2,244.5,-684.0,0
Western Australia,Australia,-31.9505,115.8605,2020-02-02,0,0,0,0,Western Pacific,0,2,221.25,0.0,0
Unknown,Bulgaria,42.7339,25.4858,2020-02-04,0,0,0,0,Europe,0,2,171.0,0.0,0
Unknown,Guyana,4.860416000000002,-58.93018000000001,2020-04-28,74,8,15,51,Americas,148,4,18.5,74.0,7
Unknown,San Marino,43.9424,12.4578,2020-06-16,694,42,590,62,Europe,1388,6,192.0,620.0,548
Unknown,Bangladesh,23.685,90.3563,2020-05-31,47153,650,9781,36722,South-East Asia,94306,5,11980.25,46459.0,9131
Unknown,Cyprus,35.1264,33.4299,2020-05-31,944,17,790,137,Europe,1888,5,12216.25,-46209.0,773
Unknown,Mozambique,-18.665695,35.529562,2020-05-10,91,0,0,91,Africa,182,5,12220.5,-853.0,0
Unknown,Syria,34.802075,38.99681500000001,2020-07-19,496,25,0,471,Eastern Mediterranean,992,7,12171.0,405.0,-25
Anguilla,United Kingdom,18.2206,-63.0686,2020-06-30,3,0,3,0,Europe,6,6,383.5,-493.0,3
Unknown,Thailand,15.870032,100.992541,2020-03-20,322,1,42,279,South-East Asia,644,3,228.0,319.0,41
Unknown,Cameroon,3.848,11.5021,2020-06-22,12041,308,7740,3993,Africa,24082,6,3215.5,11719.0,7432
Unknown,Guinea-Bissau,11.8037,-15.1804,2020-07-10,1842,26,773,1043,Africa,3684,7,3552.0,-10199.0,747
Curacao,Netherlands,12.1696,-68.99,2020-03-20,3,1,0,2,Europe,6,3,3552.0,-1839.0,-1
Unknown,Sri Lanka,7.873054,80.77179699999998,2020-07-17,2697,11,2012,674,South-East Asia,5394,7,4145.75,2694.0,2001
Unknown,Dominican Republic,18.7357,-70.1627,2020-04-05,1745,82,17,1646,Americas,3490,4,1571.75,-952.0,-65
Unknown,Guinea,9.9456,-9.6966,2020-02-24,0,0,0,0,Africa,0,2,1111.25,-1745.0,0
Unknown,Tajikistan,38.861,71.2761,2020-04-21,0,0,0,0,Europe,0,4,1110.5,0.0,0
New Caledonia,France,-20.904305,165.618042,2020-04-27,18,0,17,1,Europe,36,4,440.75,18.0,17
Unknown,Taiwan*,23.7,121.0,2020-03-08,45,1,13,31,Western Pacific,90,3,15.75,27.0,12
Western Australia,Australia,-31.9505,115.8605,2020-06-08,599,9,560,30,Western Pacific,1198,6,165.5,554.0,551
Unknown,Eritrea,15.1794,39.7823,2020-01-27,0,0,0,0,Africa,0,1,165.5,-599.0,0
Unknown,United Kingdom,55.3781,-3.4360000000000004,2020-05-17,229932,34678,0,195254,Europe,459864,5,57644.0,229932.0,-34678
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-07-24,90,2,26,62,Europe,180,7,57655.25,-229842.0,24
Unknown,Oman,21.512583,55.92325500000001,2020-04-30,2348,11,495,1842,Eastern Mediterranean,4696,4,58092.5,2258.0,484
Quebec,Canada,52.9399,-73.5491,2020-02-24,0,0,0,0,Americas,0,2,58092.5,-2348.0,0
Unknown,Iceland,64.9631,-19.0208,2020-06-04,1806,10,1794,2,Europe,3612,6,1061.0,1806.0,1784
Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-06-03,1,0,1,0,Europe,2,6,1038.75,-1805.0,1
Unknown,Western Sahara,24.2155,-12.8858,2020-06-12,9,1,6,2,Africa,18,6,454.0,8.0,5
Unknown,Belgium,50.8333,4.469936,2020-03-09,239,0,1,238,Europe,478,3,513.75,230.0,1
Unknown,Burundi,-3.3731,29.9189,2020-04-24,11,1,4,6,Africa,22,4,65.0,-228.0,3
Jiangxi,China,27.614,115.7221,2020-07-19,932,1,931,0,Western Pacific,1864,7,297.75,921.0,930
Unknown,Angola,-11.2027,17.8739,2020-04-21,24,2,6,16,Africa,48,4,301.5,-908.0,4
Unknown,Norway,60.472,8.4689,2020-02-01,0,0,0,0,Europe,0,2,241.75,-24.0,0
Unknown,Sweden,60.128161,18.643501,2020-03-13,814,1,0,813,Europe,1628,3,442.5,814.0,-1
Unknown,Argentina,-38.4161,-63.6167,2020-02-17,0,0,0,0,Americas,0,2,209.5,-814.0,0
Unknown,Mali,17.570692,-3.996166000000001,2020-06-05,1485,87,816,582,Africa,2970,6,574.75,1485.0,729
Unknown,Chile,-35.6751,-71.543,2020-04-24,13174,174,6327,6673,Americas,26348,4,3868.25,11689.0,6153
Unknown,Saint Lucia,13.9094,-60.9789,2020-04-22,15,0,15,0,Americas,30,4,3668.5,-13159.0,15
Hebei,China,39.549,116.1306,2020-02-13,265,3,0,262,Western Pacific,530,2,3734.75,250.0,-3
Unknown,Pakistan,30.3753,69.3451,2020-06-08,108317,2172,35018,71127,Eastern Mediterranean,216634,6,30442.75,108052.0,32846
Unknown,Ethiopia,9.145,40.4897,2020-06-04,1636,18,250,1368,Africa,3272,6,27558.25,-106681.0,232
Unknown,Uruguay,-32.5228,-55.7658,2020-04-11,501,7,224,270,Americas,1002,4,27679.75,-1135.0,217
St Martin,France,18.0708,-63.0501,2020-07-13,43,3,37,3,Europe,86,7,27624.25,-458.0,34
Unknown,Holy See,41.9029,12.4534,2020-06-26,12,0,12,0,Europe,24,6,548.0,-31.0,12
South Australia,Australia,-34.9285,138.6007,2020-01-25,0,0,0,0,Western Pacific,0,1,139.0,-12.0,0
Unknown,Burkina Faso,12.2383,-1.5616,2020-04-13,497,27,161,309,Africa,994,4,138.0,497.0,134
Unknown,Bahamas,25.025885,-78.035889,2020-03-03,0,0,0,0,Americas,0,3,127.25,-497.0,0
Unknown,Netherlands,52.1326,5.2913,2020-03-07,188,1,0,187,Europe,376,3,171.25,188.0,-1
Unknown,Denmark,56.2639,9.5018,2020-01-22,0,0,0,0,Europe,0,1,171.25,-188.0,0
Unknown,Vietnam,14.058324,108.277199,2020-03-12,39,0,16,23,Western Pacific,78,3,56.75,39.0,16
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-05-01,259,3,0,256,Americas,518,5,121.5,220.0,-3
Unknown,Brunei,4.5353,114.7277,2020-04-02,133,1,56,76,Western Pacific,266,4,107.75,-126.0,55
Hebei,China,39.549,116.1306,2020-07-09,349,6,0,343,Western Pacific,698,7,195.0,216.0,-6
Unknown,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-04-06,7,0,1,6,Americas,14,4,187.0,-342.0,1
Unknown,Gabon,-0.8037,11.6094,2020-02-15,0,0,0,0,Africa,0,2,122.25,-7.0,0
Unknown,Mongolia,46.8625,103.8467,2020-05-22,141,0,28,113,Western Pacific,282,5,124.25,141.0,28
Unknown,United Arab Emirates,23.424076,53.847818,2020-02-15,8,0,3,5,Eastern Mediterranean,16,2,39.0,-133.0,3
Unknown,Niger,17.607789,8.081666,2020-07-11,1099,68,992,39,Africa,2198,7,312.0,1091.0,924
Unknown,Sao Tome and Principe,0.1864,6.6131,2020-02-16,0,0,0,0,Africa,0,2,312.0,-1099.0,0
Unknown,Bangladesh,23.685,90.3563,2020-06-24,122660,1582,49666,71412,South-East Asia,245320,6,30941.75,122660.0,48084
Unknown,Lithuania,55.1694,23.8813,2020-05-06,1428,48,718,662,Europe,2856,5,31296.75,-121232.0,670
Unknown,Kenya,-0.0236,37.9062,2020-02-16,0,0,0,0,Africa,0,2,31022.0,-1428.0,0
Unknown,Gambia,13.4432,-15.3101,2020-04-16,9,1,2,6,Africa,18,4,31024.25,9.0,1
Unknown,Iraq,33.223191,43.679291,2020-07-09,69612,2882,39502,27228,Eastern Mediterranean,139224,7,17762.25,69603.0,36620
Unknown,Turkey,38.9637,35.2433,2020-03-20,359,4,0,355,Europe,718,3,17495.0,-69253.0,-4
Unknown,Sao Tome and Principe,0.1864,6.6131,2020-06-24,710,13,211,486,Africa,1420,6,17672.5,351.0,198
Unknown,Chad,15.4542,18.7322,2020-03-28,3,0,0,3,Africa,6,3,17671.0,-707.0,0
Unknown,Panama,8.538,-80.7821,2020-06-10,17889,413,10977,6499,Americas,35778,6,4740.25,17886.0,10564
Unknown,Fiji,-17.7134,178.065,2020-06-11,18,0,18,0,Western Pacific,36,6,4655.0,-17871.0,18
Unknown,Kazakhstan,48.0196,66.9237,2020-03-08,0,0,0,0,Europe,0,3,4477.5,-18.0,0
Unknown,Mozambique,-18.665695,35.529562,2020-05-06,81,0,0,81,Africa,162,5,4497.0,81.0,0
Unknown,Belgium,50.8333,4.469936,2020-07-21,64258,9805,17330,37123,Europe,128516,7,16089.25,64177.0,7525
Unknown,Sri Lanka,7.873054,80.77179699999998,2020-07-14,2665,11,1988,666,South-East Asia,5330,7,16751.0,-61593.0,1977
Unknown,Botswana,-22.3285,24.6849,2020-02-21,0,0,0,0,Africa,0,2,16751.0,-2665.0,0
Nova Scotia,Canada,44.682,-63.7443,2020-04-02,193,0,0,193,Americas,386,4,16779.0,193.0,0
Unknown,Afghanistan,33.93911,67.709953,2020-05-28,13036,235,1209,11592,Eastern Mediterranean,26072,5,3973.5,12843.0,974
Unknown,Malta,35.9375,14.3754,2020-03-22,90,0,2,88,Europe,180,3,3329.75,-12946.0,2
Shanghai,China,31.202,121.4491,2020-01-29,96,1,5,90,Western Pacific,192,1,3353.75,6.0,4
Unknown,Sudan,12.8628,30.2176,2020-05-30,4800,262,1272,3266,Eastern Mediterranean,9600,5,4505.5,4704.0,1010
Curacao,Netherlands,12.1696,-68.99,2020-07-19,28,1,24,3,Europe,56,7,1253.5,-4772.0,23
Channel Islands,United Kingdom,49.3723,-2.3644,2020-05-16,554,43,458,53,Europe,1108,5,1369.5,526.0,415
Unknown,Turkey,38.9637,35.2433,2020-06-03,166422,4609,130852,30961,Europe,332844,6,42951.0,165868.0,126243
Shanghai,China,31.202,121.4491,2020-06-18,697,7,668,22,Western Pacific,1394,6,41925.25,-165725.0,661
Unknown,Honduras,15.2,-86.2419,2020-02-09,0,0,0,0,Americas,0,2,41918.25,-697.0,0
Unknown,Guatemala,15.7835,-90.2308,2020-01-22,0,0,0,0,Americas,0,1,41779.75,0.0,0
Unknown,Iceland,64.9631,-19.0208,2020-07-11,1833,10,1806,17,Europe,3666,7,632.5,1833.0,1796
Unknown,Holy See,41.9029,12.4534,2020-05-10,12,0,2,10,Europe,24,5,461.25,-1821.0,2
Unknown,Zimbabwe,-19.015438,29.154857,2020-02-19,0,0,0,0,Africa,0,2,461.25,-12.0,0
Unknown,Montenegro,42.708678000000006,19.37439,2020-05-01,322,7,233,82,Europe,644,5,541.75,322.0,226
Unknown,Zambia,-13.133897,27.849332,2020-03-18,2,0,0,2,Africa,4,3,84.0,-320.0,0
Australian Capital Territory,Australia,-35.4735,149.0124,2020-04-12,103,2,59,42,Western Pacific,206,4,106.75,101.0,57
Unknown,Central African Republic,6.6111,20.9394,2020-04-26,19,0,10,9,Africa,38,4,111.5,-84.0,10
Unknown,El Salvador,13.7942,-88.8965,2020-04-18,190,7,43,140,Americas,380,4,78.5,171.0,36
Gibraltar,United Kingdom,36.1408,-5.3536,2020-02-19,0,0,0,0,Europe,0,2,78.0,-190.0,0
Shanghai,China,31.202,121.4491,2020-02-07,277,1,30,246,Western Pacific,554,2,121.5,277.0,29
Unknown,Cambodia,11.55,104.9167,2020-03-01,1,0,1,0,Western Pacific,2,3,117.0,-276.0,1
British Columbia,Canada,53.7267,-127.6476,2020-06-27,2878,174,0,2704,Americas,5756,6,789.0,2877.0,-174
Hainan,China,19.1959,109.7453,2020-06-06,170,6,162,2,Western Pacific,340,6,831.5,-2708.0,156
Mayotte,France,-12.8275,45.166244,2020-07-04,2661,35,2375,251,Europe,5322,7,1427.5,2491.0,2340
Mayotte,France,-12.8275,45.166244,2020-03-22,11,0,0,11,Europe,22,3,1430.0,-2650.0,0
Unknown,Saint Lucia,13.9094,-60.9789,2020-06-29,19,0,19,0,Americas,38,6,715.25,8.0,19
Unknown,Kyrgyzstan,41.20438,74.766098,2020-06-21,3356,40,2021,1295,Europe,6712,6,1511.75,3337.0,1981
Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-05-28,1,0,1,0,Europe,2,5,846.75,-3355.0,1
Heilongjiang,China,47.862,127.7615,2020-07-03,947,13,934,0,Western Pacific,1894,7,1080.75,946.0,921
Unknown,Turkey,38.9637,35.2433,2020-01-28,0,0,0,0,Europe,0,1,1076.0,-947.0,0
Unknown,Andorra,42.5063,1.5218,2020-04-16,673,33,169,471,Europe,1346,4,405.25,673.0,136
Unknown,Lebanon,33.8547,35.8623,2020-07-17,2700,40,1485,1175,Eastern Mediterranean,5400,7,1080.0,2027.0,1445
Unknown,Philippines,12.879721,121.774017,2020-06-06,21340,994,4441,15905,Western Pacific,42680,6,6178.25,18640.0,3447
Shanghai,China,31.202,121.4491,2020-07-24,741,7,712,22,Western Pacific,1482,7,6363.5,-20599.0,705
Unknown,US,40.0,-100.0,2020-06-24,2382426,122604,656161,1603661,Americas,4764852,6,601801.75,2381685.0,533557
